county,phase,month,flood_type,detected_pixels,crop_exposed_hectares,rangeland_exposed_hectares,crop_hectares,rangeland_hectares,crop_exposed_percent,rangeland_exposed_percent
Fangak,vegetative growth and flowering,8,unusual,83,15481.151868124503,109580.02576373341,84148.87540451482,415926.16404639155,18.397336617636956,26.34602851084672
Fangak,maturation and harvest,10,recurring,97,18092.675853094886,152026.48277077416,84148.87540451482,415926.16404639155,21.50079340469019,36.55131509202615
Fangak,maturation and harvest,10,unusual,57,10587.03155213695,87633.86845657584,84148.87540451482,415926.16404639155,12.58131080331577,21.069573407938183
Fangak,maturation and harvest,11,recurring,103,19332.549905223892,149164.5488677801,84148.87540451482,415926.16404639155,22.974222545803205,35.86322808274754
Fangak,maturation and harvest,11,unusual,58,10823.154843596749,91676.03752882087,84148.87540451482,415926.16404639155,12.861912641812983,22.04142115921217
Ulang,vegetative growth and flowering,8,recurring,92,15725.282353622253,66528.13663765126,76502.80194555085,192367.03142692527,20.55517177634143,34.58395970669402
Ulang,vegetative growth and flowering,8,unusual,61,10369.8225646972,38413.50885381639,76502.80194555085,192367.03142692527,13.55482714486417,19.968862943340987
Ulang,maturation and harvest,10,recurring,66,11253.441245969107,50067.20391278463,76502.80194555085,192367.03142692527,14.709841940140297,26.026915080718354
Ulang,maturation and harvest,10,unusual,41,7003.155995025,31504.78550310084,76502.80194555085,192367.03142692527,9.154116995622381,16.377434984262678
Ulang,maturation and harvest,11,recurring,69,11742.321579921188,50206.29566177491,76502.80194555085,192367.03142692527,15.348877794408788,26.0992204793922
Ulang,maturation and harvest,11,unusual,42,7191.930046376727,33595.58698154398,76502.80194555085,192367.03142692527,9.400871423631544,17.46431638121212
Maiwut,vegetative growth and flowering,8,recurring,73,4146.787343817695,25332.470060079206,25473.151159995356,102972.08679202321,16.27905129511449,24.60129812775786
Maiwut,vegetative growth and flowering,8,unusual,43,2436.3899878824914,17818.71067703097,25473.151159995356,102972.08679202321,9.56454100468242,17.304408633594193
Maiwut,maturation and harvest,10,recurring,56,3144.4928868857182,20736.187585762415,25473.151159995356,102972.08679202321,12.344341958854422,20.137678308534344
Maiwut,maturation and harvest,10,unusual,29,1649.1614411290363,13498.520574746522,25473.151159995356,102972.08679202321,6.47411633829969,13.108912323016254
Maiwut,maturation and harvest,11,recurring,53,3016.1287223809254,19912.591357219368,25473.151159995356,102972.08679202321,11.840422503822944,19.337853565537245
Maiwut,maturation and harvest,11,unusual,38,2151.354549636916,12894.194637207758,25473.151159995356,102972.08679202321,8.445576819783252,12.52202906526569
Luakpiny/Nasir,vegetative growth and flowering,8,recurring,85,17884.959525663307,83456.7403225344,94252.97429976989,279589.3433132487,18.975485557389963,29.84975726668896
Luakpiny/Nasir,vegetative growth and flowering,8,unusual,50,10412.660536383146,45717.038648385955,94252.97429976989,279589.3433132487,11.047567054240503,16.351495413458984
Luakpiny/Nasir,maturation and harvest,10,recurring,59,12287.519710459243,58876.74323641358,94252.97429976989,279589.3433132487,13.036744783648958,21.0582930446132
Luakpiny/Nasir,maturation and harvest,10,unusual,45,9457.83581591348,38157.9426310759,94252.97429976989,279589.3433132487,10.034522396962247,13.647853018605282
Luakpiny/Nasir,maturation and harvest,11,recurring,66,13894.800541580713,65000.37432100655,94252.97429976989,279589.3433132487,14.742028720906514,23.248516395770093
Luakpiny/Nasir,maturation and harvest,11,unusual,41,8545.540837792993,41021.26685199076,94252.97429976989,279589.3433132487,9.06660071077869,14.67197081472129
Longochuk,vegetative growth and flowering,8,recurring,78,10905.820639032643,105403.82436699701,63084.243850432504,395810.23551216495,17.287709217676344,26.62988849457318
Longochuk,vegetative growth and flowering,8,unusual,49,6901.225760158949,57045.646885381066,63084.243850432504,395810.23551216495,10.939697995780342,14.412372841133312
Longochuk,maturation and harvest,10,recurring,52,7329.284129720427,81240.46213927737,63084.243850432504,395810.23551216495,11.618248364991977,20.52510391353447
Longochuk,maturation and harvest,10,unusual,40,5567.901352045064,48055.53516257374,63084.243850432504,395810.23551216495,8.826136309481804,12.141054184814477
Longochuk,maturation and harvest,11,recurring,57,8035.298802606272,72546.79599084554,63084.243850432504,395810.23551216495,12.737410028496653,18.328681141095924
Longochuk,maturation and harvest,11,unusual,41,5788.890144354689,55204.68286461975,63084.243850432504,395810.23551216495,9.176443737805064,13.947260053340148
Panyikang,vegetative growth and flowering,8,recurring,105,11539.090101969527,117586.8952905399,49563.47836149633,303588.8231825965,23.281437226435127,38.73228732792185
Panyikang,vegetative growth and flowering,8,unusual,61,6707.451476703157,69340.27603303074,49563.47836149633,303588.8231825965,13.533052357184598,22.84019395250442
Panyikang,maturation and harvest,10,recurring,81,8902.188481795518,88565.63833488715,49563.47836149633,303588.8231825965,17.961185889469842,29.172891612554018
Panyikang,maturation and harvest,10,unusual,56,6211.774089035832,54900.997886876605,49563.47836149633,303588.8231825965,12.532966398624444,18.08399838681013
Panyikang,maturation and harvest,11,recurring,82,9032.907982022267,92502.8396066095,49563.47836149633,303588.8231825965,18.224927468043752,30.469777720035744
Panyikang,maturation and harvest,11,unusual,53,5884.605413511648,61659.87927858307,49563.47836149633,303588.8231825965,11.872866086176746,20.3103258651578
Malakal,vegetative growth and flowering,8,recurring,100,2073.3317601782537,13747.054213827474,9320.993510073331,39552.617090371394,22.243677757500578,34.75637069076278
Malakal,vegetative growth and flowering,8,unusual,61,1254.0089279110905,8532.894239396897,9320.993510073331,39552.617090371394,13.453597264667817,21.573526272359175
Malakal,maturation and harvest,10,recurring,77,1597.8729964738134,11306.456981425552,9320.993510073331,39552.617090371394,17.142732636247082,28.58586311897417
Malakal,maturation and harvest,10,unusual,47,971.6308306374517,7511.227133530851,9320.993510073331,39552.617090371394,10.4241122964778,18.990468105735964
Malakal,maturation and harvest,11,recurring,83,1728.8646911040576,11034.241108793705,9320.993510073331,39552.617090371394,18.548073112975015,27.897625797004107
Malakal,maturation and harvest,11,unusual,49,1007.1675140567438,6646.549402339792,9320.993510073331,39552.617090371394,10.805366541327205,16.80432267516835
Baliet,vegetative growth and flowering,8,recurring,86,21944.437621261357,227753.69679106172,114697.13583786192,709043.330539585,19.13250706825185,32.12126635726764
Baliet,vegetative growth and flowering,8,unusual,52,13152.798421314517,147136.14746548733,114697.13583786192,709043.330539585,11.467416623120883,20.75136188835118
Baliet,maturation and harvest,10,recurring,67,17071.82319561546,188954.89981596608,114697.13583786192,709043.330539585,14.884262864025235,26.64927398332209
Baliet,maturation and harvest,10,unusual,42,10756.290725997915,122687.72120155141,114697.13583786192,709043.330539585,9.377994182176627,17.303275542862174
Baliet,maturation and harvest,11,recurring,76,19343.1615540669,185736.5715797284,114697.13583786192,709043.330539585,16.864554997616303,26.195376725197043
Baliet,maturation and harvest,11,unusual,45,11469.363028348122,100927.26453837776,114697.13583786192,709043.330539585,9.999694364261574,14.23428727008428
Fashoda,vegetative growth and flowering,8,recurring,89,12504.829551416502,62400.90595405384,62923.82819419657,191713.77033863074,19.872963725003967,32.54899522545143
Fashoda,vegetative growth and flowering,8,unusual,51,7127.969432916354,39479.879368072936,62923.82819419657,191713.77033863074,11.327933530868298,20.593136997065074
Fashoda,maturation and harvest,10,recurring,67,9314.48757811637,49581.716488785445,62923.82819419657,191713.77033863074,14.802798630385048,25.862365755577976
Fashoda,maturation and harvest,10,unusual,46,6401.217392558566,28788.44523776206,62923.82819419657,191713.77033863074,10.172962415450984,15.016367988022989
Fashoda,maturation and harvest,11,recurring,76,10609.771451637036,50558.929282103396,62923.82819419657,191713.77033863074,16.861293656344277,26.372090639498346
Fashoda,maturation and harvest,11,unusual,44,6126.2087914960075,33343.105346464275,62923.82819419657,191713.77033863074,9.735912399654389,17.392128529718644
Melut,vegetative growth and flowering,8,recurring,72,18199.391734056277,93925.58050796454,114519.53113379623,349593.1505032713,15.891954458662113,26.867111204195524
Melut,vegetative growth and flowering,8,unusual,51,12869.633736704553,59712.620310253835,114519.53113379623,349593.1505032713,11.237937851551816,17.080603617173864
Melut,maturation and harvest,10,recurring,59,15026.032660076688,79462.55257233264,114519.53113379623,349593.1505032713,13.120934491533477,22.73000842777927
Melut,maturation and harvest,10,unusual,31,7986.627219924962,39440.97203006565,114519.53113379623,349593.1505032713,6.974030666082602,11.281963612069275
Melut,maturation and harvest,11,recurring,63,16020.3744717741,66643.85292405417,114519.53113379623,349593.1505032713,13.989207179915072,19.063260486686953
Melut,maturation and harvest,11,unusual,35,8891.319057062727,52193.83785663277,114519.53113379623,349593.1505032713,7.764019786873526,14.929879999506559
Manyo,vegetative growth and flowering,8,recurring,68,14541.35525231359,75164.490385823,95796.2148150201,326642.9481993723,15.179467456404781,23.011208660762218
Manyo,vegetative growth and flowering,8,unusual,42,8886.087611752631,50210.524033557995,95796.2148150201,326642.9481993723,9.276032073826117,15.371684682110791
Manyo,maturation and harvest,10,recurring,50,10577.83438808847,64469.30056126895,95796.2148150201,326642.9481993723,11.042017065615779,19.736933222240875
Manyo,maturation and harvest,10,unusual,31,6601.934539939815,33234.68178511401,95796.2148150201,326642.9481993723,6.89164446913479,10.174620933444622
Manyo,maturation and harvest,11,recurring,49,10328.139753425814,59413.47531309438,95796.2148150201,326642.9481993723,10.781365185847033,18.189119232670627
Manyo,maturation and harvest,11,unusual,38,8006.085590740342,37733.43761913679,95796.2148150201,326642.9481993723,8.357413292581422,11.55189108693249
Renk,vegetative growth and flowering,8,recurring,59,8316.228726144405,64279.618761462705,63453.43153945077,327954.1687847286,13.106034653104574,19.600183464554856
Renk,vegetative growth and flowering,8,unusual,32,4496.00825308828,46182.24125505152,63453.43153945077,327954.1687847286,7.085524208872749,14.081919259079724
Renk,maturation and harvest,10,recurring,49,6912.94548339229,58440.457296259185,63453.43153945077,327954.1687847286,10.89451794123115,17.819702525147626
Renk,maturation and harvest,10,unusual,33,4713.995824948423,33398.827521019,63453.43153945077,327954.1687847286,7.429063662250639,10.183992368440427
Renk,maturation and harvest,11,recurring,48,6833.823157791042,54936.668737118256,63453.43153945077,327954.1687847286,10.769824408223318,16.751325022240856
Renk,maturation and harvest,11,unusual,24,3412.2964898293603,33691.868077836916,63453.43153945077,327954.1687847286,5.377639013435925,10.273346487006387
Maban,vegetative growth and flowering,8,recurring,63,9555.491717230365,87522.93874561036,68708.50262259057,337264.493360498,13.907291459570576,25.950831015009378
Maban,vegetative growth and flowering,8,unusual,46,7002.638932563286,49974.45770853199,68708.50262259057,337264.493360498,10.191808386551708,14.817586402466295
Maban,maturation and harvest,10,recurring,50,7606.34570243805,57739.97456353988,68708.50262259057,337264.493360498,11.07045767569554,17.12008696445324
Maban,maturation and harvest,10,unusual,33,4990.96505979638,41980.28245140354,68708.50262259057,337264.493360498,7.263970060898122,12.447287893579512
Maban,maturation and harvest,11,recurring,56,8549.551729993105,57458.15846624923,68708.50262259057,337264.493360498,12.443222314063515,17.036527591071643
Maban,maturation and harvest,11,unusual,33,4968.074420241322,47059.5473001882,68708.50262259057,337264.493360498,7.230654475954007,13.953306151883236
